,Hosp_Name,metrics,values
107,Iroquois Memorial Hospital,rating_overall,3.0
108,HSHS St Francis Hospital,rating_overall,1.0
109,HSHS St Francis Hospital,rating_overall,5.0
110,HSHS St Francis Hospital,rating_overall,3.0
111,HSHS St Francis Hospital,rating_overall,5.0
112,HSHS St Francis Hospital,rating_overall,4.0
113,HSHS St Francis Hospital,rating_overall,2.0
114,HSHS St Francis Hospital,rating_overall,2.0
115,HSHS St Francis Hospital,rating_overall,3.0
116,HSHS St Francis Hospital,rating_overall,2.0
117,HSHS St Francis Hospital,rating_overall,2.0
118,HSHS St Francis Hospital,rating_overall,5.0
119,HSHS St Francis Hospital,rating_overall,1.0
120,HSHS St Francis Hospital,rating_overall,5.0
121,HSHS St Francis Hospital,rating_overall,3.0
122,HSHS St Francis Hospital,rating_overall,4.0
123,HSHS St Francis Hospital,rating_overall,2.0
124,HSHS St Francis Hospital,rating_overall,2.0
125,HSHS St Francis Hospital,rating_overall,3.0
126,HSHS St Francis Hospital,rating_overall,2.0
127,HSHS St Francis Hospital,rating_overall,2.0
128,SSM Health Good Samiritan Hospital,rating_overall,3.0
129,SSM Health Good Samiritan Hospital,rating_overall,2.0
130,SSM Health Good Samiritan Hospital,rating_overall,2.0
131,SSM Health Good Samiritan Hospital,rating_overall,4.0
132,SSM Health Good Samiritan Hospital,rating_overall,2.0
133,SSM Health Good Samiritan Hospital,rating_overall,4.0
134,SSM Health Good Samiritan Hospital,rating_overall,3.0
135,SSM Health Good Samiritan Hospital,rating_overall,4.0
136,SSM Health Good Samiritan Hospital,rating_overall,1.0
137,SSM Health Good Samiritan Hospital,rating_overall,4.0
138,SSM Health Good Samiritan Hospital,rating_overall,5.0
139,SSM Health Good Samiritan Hospital,rating_overall,3.0
140,SSM Health Good Samiritan Hospital,rating_overall,2.0
141,SSM Health Good Samiritan Hospital,rating_overall,2.0
142,SSM Health Good Samiritan Hospital,rating_overall,4.0
143,SSM Health Good Samiritan Hospital,rating_overall,2.0
144,SSM Health Good Samiritan Hospital,rating_overall,4.0
145,SSM Health Good Samiritan Hospital,rating_overall,3.0
146,SSM Health Good Samiritan Hospital,rating_overall,4.0
147,SSM Health Good Samiritan Hospital,rating_overall,1.0
148,SSM Health Good Samiritan Hospital,rating_overall,5.0
149,SSM Health Good Samiritan Hospital,rating_overall,3.0
150,SSM Health Good Samiritan Hospital,rating_overall,2.0
151,SSM Health Good Samiritan Hospital,rating_overall,2.0
152,SSM Health Good Samiritan Hospital,rating_overall,4.0
153,SSM Health Good Samiritan Hospital,rating_overall,2.0
154,SSM Health Good Samiritan Hospital,rating_overall,4.0
155,SSM Health Good Samiritan Hospital,rating_overall,3.0
156,SSM Health Good Samiritan Hospital,rating_overall,4.0
157,SSM Health Good Samiritan Hospital,rating_overall,1.0
158,OSF Holy Family Medical Center,rating_overall,5.0
159,OSF Holy Family Medical Center,rating_overall,5.0
160,OSF Holy Family Medical Center,rating_overall,5.0
161,OSF Holy Family Medical Center,rating_overall,5.0
162,OSF Holy Family Medical Center,rating_overall,5.0
163,OSF Holy Family Medical Center,rating_overall,5.0
164,OSF Holy Family Medical Center,rating_overall,5.0
165,OSF Holy Family Medical Center,rating_overall,5.0
166,OSF Holy Family Medical Center,rating_overall,5.0
167,OSF Holy Family Medical Center,rating_overall,5.0
168,OSF Holy Family Medical Center,rating_overall,5.0
169,OSF Holy Family Medical Center,rating_overall,5.0
170,OSF Holy Family Medical Center,rating_overall,5.0
171,OSF Holy Family Medical Center,rating_overall,5.0
172,OSF Holy Family Medical Center,rating_overall,5.0
173,OSF Holy Family Medical Center,rating_overall,5.0
174,OSF Holy Family Medical Center,rating_overall,5.0
175,OSF Holy Family Medical Center,rating_overall,5.0
176,OSF Holy Family Medical Center,rating_overall,5.0
177,OSF Holy Family Medical Center,rating_overall,5.0
178,OSF Holy Family Medical Center,rating_overall,5.0
179,OSF Holy Family Medical Center,rating_overall,5.0
180,OSF Holy Family Medical Center,rating_overall,5.0
181,OSF Holy Family Medical Center,rating_overall,5.0
182,OSF Holy Family Medical Center,rating_overall,5.0
183,OSF Holy Family Medical Center,rating_overall,5.0
184,OSF Holy Family Medical Center,rating_overall,5.0
185,OSF Holy Family Medical Center,rating_overall,5.0
186,OSF Holy Family Medical Center,rating_overall,5.0
187,OSF Holy Family Medical Center,rating_overall,5.0
188,OSF Holy Family Medical Center,rating_overall,5.0
189,OSF Holy Family Medical Center,rating_overall,5.0
190,OSF Holy Family Medical Center,rating_overall,5.0
191,OSF Holy Family Medical Center,rating_overall,5.0
192,OSF Holy Family Medical Center,rating_overall,5.0
193,OSF Holy Family Medical Center,rating_overall,5.0
194,OSF Holy Family Medical Center,rating_overall,5.0
195,OSF Holy Family Medical Center,rating_overall,5.0
196,OSF Holy Family Medical Center,rating_overall,5.0
197,OSF Holy Family Medical Center,rating_overall,5.0
198,Genesis Medical Silvis,rating_overall,3.0
199,Genesis Medical Silvis,rating_overall,2.0
200,Genesis Medical Silvis,rating_overall,3.0
201,Genesis Medical Silvis,rating_overall,3.0
202,Genesis Medical Silvis,rating_overall,4.0
203,Genesis Medical Silvis,rating_overall,4.0
204,Genesis Medical Silvis,rating_overall,4.0
205,Genesis Medical Silvis,rating_overall,3.0
206,Genesis Medical Silvis,rating_overall,4.0
207,Genesis Medical Silvis,rating_overall,4.0
208,Crossroads Community Hospital,rating_overall,5.0
209,Crossroads Community Hospital,rating_overall,1.0
210,Crossroads Community Hospital,rating_overall,1.0
211,Crossroads Community Hospital,rating_overall,2.0
212,Crossroads Community Hospital,rating_overall,1.0
213,Crossroads Community Hospital,rating_overall,1.0
214,University of Illinois Hospital and Health Sciences System,rating_overall,3.0
215,University of Illinois Hospital and Health Sciences System,rating_overall,3.0
216,University of Illinois Hospital and Health Sciences System,rating_overall,3.0
217,University of Illinois Hospital and Health Sciences System,rating_overall,1.0
218,University of Illinois Hospital and Health Sciences System,rating_overall,2.0
219,University of Illinois Hospital and Health Sciences System,rating_overall,5.0
220,University of Illinois Hospital and Health Sciences System,rating_overall,1.0
221,University of Illinois Hospital and Health Sciences System,rating_overall,1.0
222,University of Illinois Hospital and Health Sciences System,rating_overall,5.0
223,University of Illinois Hospital and Health Sciences System,rating_overall,5.0
224,University of Illinois Hospital and Health Sciences System,rating_overall,4.0
225,University of Illinois Hospital and Health Sciences System,rating_overall,4.0
226,University of Illinois Hospital and Health Sciences System,rating_overall,5.0
227,University of Illinois Hospital and Health Sciences System,rating_overall,4.0
228,University of Illinois Hospital and Health Sciences System,rating_overall,3.0
229,University of Illinois Hospital and Health Sciences System,rating_overall,5.0
230,University of Illinois Hospital and Health Sciences System,rating_overall,5.0
231,University of Illinois Hospital and Health Sciences System,rating_overall,4.0
232,University of Illinois Hospital and Health Sciences System,rating_overall,4.0
233,University of Illinois Hospital and Health Sciences System,rating_overall,4.0
234,University of Illinois Hospital and Health Sciences System,rating_overall,5.0
235,University of Illinois Hospital and Health Sciences System,rating_overall,4.0
236,University of Illinois Hospital and Health Sciences System,rating_overall,2.0
237,University of Illinois Hospital and Health Sciences System,rating_overall,2.0
238,University of Illinois Hospital and Health Sciences System,rating_overall,3.0
239,University of Illinois Hospital and Health Sciences System,rating_overall,4.0
240,University of Illinois Hospital and Health Sciences System,rating_overall,4.0
241,University of Illinois Hospital and Health Sciences System,rating_overall,4.0
242,University of Illinois Hospital and Health Sciences System,rating_overall,1.0
243,University of Illinois Hospital and Health Sciences System,rating_overall,3.0
244,University of Illinois Hospital and Health Sciences System,rating_overall,3.0
245,University of Illinois Hospital and Health Sciences System,rating_overall,4.0
246,University of Illinois Hospital and Health Sciences System,rating_overall,3.0
247,University of Illinois Hospital and Health Sciences System,rating_overall,3.0
248,University of Illinois Hospital and Health Sciences System,rating_overall,4.0
249,University of Illinois Hospital and Health Sciences System,rating_overall,4.0
250,University of Illinois Hospital and Health Sciences System,rating_overall,5.0
251,University of Illinois Hospital and Health Sciences System,rating_overall,1.0
252,University of Illinois Hospital and Health Sciences System,rating_overall,3.0
253,University of Illinois Hospital and Health Sciences System,rating_overall,3.0
254,University of Illinois Hospital and Health Sciences System,rating_overall,3.0
255,University of Illinois Hospital and Health Sciences System,rating_overall,1.0
256,University of Illinois Hospital and Health Sciences System,rating_overall,5.0
257,University of Illinois Hospital and Health Sciences System,rating_overall,2.0
258,University of Illinois Hospital and Health Sciences System,rating_overall,1.0
259,University of Illinois Hospital and Health Sciences System,rating_overall,3.0
260,University of Illinois Hospital and Health Sciences System,rating_overall,2.0
261,University of Illinois Hospital and Health Sciences System,rating_overall,3.0
262,University of Illinois Hospital and Health Sciences System,rating_overall,3.0
263,University of Illinois Hospital and Health Sciences System,rating_overall,4.0
264,University of Illinois Hospital and Health Sciences System,rating_overall,3.0
265,University of Illinois Hospital and Health Sciences System,rating_overall,2.0
266,University of Illinois Hospital and Health Sciences System,rating_overall,4.0
267,University of Illinois Hospital and Health Sciences System,rating_overall,3.0
268,University of Illinois Hospital and Health Sciences System,rating_overall,4.0
269,OSF Saint James-John W Albrecht Medical Center,rating_overall,4.0
270,OSF Saint James-John W Albrecht Medical Center,rating_overall,4.0
271,OSF Saint James-John W Albrecht Medical Center,rating_overall,4.0
272,OSF Saint James-John W Albrecht Medical Center,rating_overall,4.0
273,OSF Saint James-John W Albrecht Medical Center,rating_overall,4.0
274,OSF Saint James-John W Albrecht Medical Center,rating_overall,4.0
275,OSF Saint James-John W Albrecht Medical Center,rating_overall,4.0
276,OSF Saint James-John W Albrecht Medical Center,rating_overall,4.0
277,OSF Saint James-John W Albrecht Medical Center,rating_overall,4.0
278,OSF Saint James-John W Albrecht Medical Center,rating_overall,4.0
279,OSF Saint James-John W Albrecht Medical Center,rating_overall,4.0
280,OSF Saint James-John W Albrecht Medical Center,rating_overall,4.0
281,OSF Saint James-John W Albrecht Medical Center,rating_overall,4.0
282,OSF Saint James-John W Albrecht Medical Center,rating_overall,4.0
283,OSF Saint James-John W Albrecht Medical Center,rating_overall,4.0
284,OSF Saint James-John W Albrecht Medical Center,rating_overall,4.0
285,OSF Saint James-John W Albrecht Medical Center,rating_overall,4.0
286,OSF Saint James-John W Albrecht Medical Center,rating_overall,4.0
287,OSF Saint James-John W Albrecht Medical Center,rating_overall,4.0
288,OSF Saint James-John W Albrecht Medical Center,rating_overall,4.0
289,OSF Saint James-John W Albrecht Medical Center,rating_overall,4.0
290,OSF Saint James-John W Albrecht Medical Center,rating_overall,4.0
291,OSF Saint James-John W Albrecht Medical Center,rating_overall,4.0
292,OSF Saint James-John W Albrecht Medical Center,rating_overall,4.0
293,OSF Saint James-John W Albrecht Medical Center,rating_overall,4.0
294,OSF Saint James-John W Albrecht Medical Center,rating_overall,4.0
295,OSF Saint James-John W Albrecht Medical Center,rating_overall,4.0
296,OSF Saint James-John W Albrecht Medical Center,rating_overall,4.0
297,OSF Saint James-John W Albrecht Medical Center,rating_overall,4.0
298,OSF Saint James-John W Albrecht Medical Center,rating_overall,4.0
299,OSF Saint James-John W Albrecht Medical Center,rating_overall,4.0
300,OSF Saint James-John W Albrecht Medical Center,rating_overall,4.0
301,OSF Saint James-John W Albrecht Medical Center,rating_overall,4.0
302,OSF Saint James-John W Albrecht Medical Center,rating_overall,4.0
303,OSF Saint James-John W Albrecht Medical Center,rating_overall,4.0
304,OSF Saint James-John W Albrecht Medical Center,rating_overall,4.0
305,OSF Saint James-John W Albrecht Medical Center,rating_overall,4.0
306,OSF Saint James-John W Albrecht Medical Center,rating_overall,4.0
307,OSF Saint James-John W Albrecht Medical Center,rating_overall,4.0
308,OSF Saint James-John W Albrecht Medical Center,rating_overall,4.0
309,Community Memorial Hospital Anderson,rating_overall,2.0
310,Community Memorial Hospital Anderson,rating_overall,5.0
311,Community Memorial Hospital Anderson,rating_overall,5.0
312,Community Memorial Hospital Anderson,rating_overall,4.0
313,Community Memorial Hospital Anderson,rating_overall,2.0
314,Community Memorial Hospital Anderson,rating_overall,3.0
315,Community Memorial Hospital Anderson,rating_overall,1.0
316,Community Memorial Hospital Anderson,rating_overall,4.0
317,Community Memorial Hospital Anderson,rating_overall,3.0
318,Community Memorial Hospital Anderson,rating_overall,5.0
319,Community Memorial Hospital Anderson,rating_overall,4.0
320,Community Memorial Hospital Anderson,rating_overall,3.0
321,Community Memorial Hospital Anderson,rating_overall,1.0
322,Community Memorial Hospital Anderson,rating_overall,3.0
323,Community Memorial Hospital Anderson,rating_overall,4.0
324,Community Memorial Hospital Anderson,rating_overall,5.0
325,Community Memorial Hospital Anderson,rating_overall,4.0
326,Community Memorial Hospital Anderson,rating_overall,5.0
327,Community Memorial Hospital Anderson,rating_overall,3.0
328,Community Memorial Hospital Anderson,rating_overall,3.0
329,Community Memorial Hospital Anderson,rating_overall,3.0
330,Community Memorial Hospital Anderson,rating_overall,5.0
331,Community Memorial Hospital Anderson,rating_overall,4.0
332,Adventist Medical Center Glen Oaks - AMITA,rating_overall,5.0
333,Adventist Medical Center Glen Oaks - AMITA,rating_overall,5.0
334,Adventist Medical Center Glen Oaks - AMITA,rating_overall,5.0
335,Adventist Medical Center Glen Oaks - AMITA,rating_overall,5.0
336,Adventist Medical Center Glen Oaks - AMITA,rating_overall,1.0
337,Adventist Medical Center Glen Oaks - AMITA,rating_overall,5.0
338,Adventist Medical Center Glen Oaks - AMITA,rating_overall,5.0
339,Adventist Medical Center Glen Oaks - AMITA,rating_overall,5.0
340,Adventist Medical Center Glen Oaks - AMITA,rating_overall,5.0
341,Adventist Medical Center Glen Oaks - AMITA,rating_overall,5.0
342,Adventist Medical Center Glen Oaks - AMITA,rating_overall,1.0
343,Adventist Medical Center Glen Oaks - AMITA,rating_overall,5.0
344,Adventist Medical Center Glen Oaks - AMITA,rating_overall,5.0
345,Adventist Medical Center Glen Oaks - AMITA,rating_overall,5.0
346,Adventist Medical Center Glen Oaks - AMITA,rating_overall,5.0
347,Adventist Medical Center Glen Oaks - AMITA,rating_overall,5.0
348,Adventist Medical Center Glen Oaks - AMITA,rating_overall,1.0
349,Adventist Medical Center Glen Oaks - AMITA,rating_overall,5.0
350,Adventist Medical Center Glen Oaks - AMITA,rating_overall,5.0
351,Adventist Medical Center Glen Oaks - AMITA,rating_overall,5.0
352,Adventist Medical Center Glen Oaks - AMITA,rating_overall,5.0
353,Adventist Medical Center Glen Oaks - AMITA,rating_overall,5.0
354,Adventist Medical Center Glen Oaks - AMITA,rating_overall,1.0
355,Adventist Medical Center Glen Oaks - AMITA,rating_overall,5.0
356,Adventist Medical Center Glen Oaks - AMITA,rating_overall,5.0
357,Adventist Medical Center Glen Oaks - AMITA,rating_overall,5.0
358,Adventist Medical Center Glen Oaks - AMITA,rating_overall,5.0
359,Adventist Medical Center Glen Oaks - AMITA,rating_overall,5.0
360,Adventist Medical Center Glen Oaks - AMITA,rating_overall,1.0
361,Adventist Medical Center Glen Oaks - AMITA,rating_overall,5.0
362,Advocate Good Shepherd Barrington,rating_overall,5.0
363,Advocate Good Shepherd Barrington,rating_overall,5.0
364,Advocate Good Shepherd Barrington,rating_overall,5.0
365,Advocate Good Shepherd Barrington,rating_overall,5.0
366,Advocate Good Shepherd Barrington,rating_overall,5.0
367,Advocate Good Shepherd Barrington,rating_overall,5.0
368,Advocate Good Shepherd Barrington,rating_overall,5.0
369,Advocate Good Shepherd Barrington,rating_overall,5.0
370,Advocate Good Shepherd Barrington,rating_overall,5.0
371,Advocate Good Shepherd Barrington,rating_overall,5.0
372,Ann & Robert Lurie Childrens,rating_overall,4.0
373,Ann & Robert Lurie Childrens,rating_overall,3.0
374,Ann & Robert Lurie Childrens,rating_overall,4.0
375,Ann & Robert Lurie Childrens,rating_overall,3.0
376,Ann & Robert Lurie Childrens,rating_overall,3.0
377,Ann & Robert Lurie Childrens,rating_overall,5.0
378,Ann & Robert Lurie Childrens,rating_overall,3.0
379,Ann & Robert Lurie Childrens,rating_overall,3.0
380,Ann & Robert Lurie Childrens,rating_overall,4.0
381,Ann & Robert Lurie Childrens,rating_overall,3.0
382,Ann & Robert Lurie Childrens,rating_overall,3.0
383,Ann & Robert Lurie Childrens,rating_overall,5.0
384,Ann & Robert Lurie Childrens,rating_overall,4.0
385,Ann & Robert Lurie Childrens,rating_overall,5.0
386,Ann & Robert Lurie Childrens,rating_overall,1.0
387,Ann & Robert Lurie Childrens,rating_overall,3.0
388,Ann & Robert Lurie Childrens,rating_overall,5.0
389,Ann & Robert Lurie Childrens,rating_overall,4.0
390,Ann & Robert Lurie Childrens,rating_overall,2.0
391,Ann & Robert Lurie Childrens,rating_overall,3.0
392,Ann & Robert Lurie Childrens,rating_overall,2.0
393,Ann & Robert Lurie Childrens,rating_overall,4.0
394,Ann & Robert Lurie Childrens,rating_overall,4.0
395,Ann & Robert Lurie Childrens,rating_overall,3.0
396,Ann & Robert Lurie Childrens,rating_overall,4.0
397,Ann & Robert Lurie Childrens,rating_overall,4.0
398,Ann & Robert Lurie Childrens,rating_overall,1.0
399,Ann & Robert Lurie Childrens,rating_overall,4.0
400,Ann & Robert Lurie Childrens,rating_overall,5.0
401,Ann & Robert Lurie Childrens,rating_overall,2.0
402,Ann & Robert Lurie Childrens,rating_overall,5.0
403,Ann & Robert Lurie Childrens,rating_overall,5.0
404,Ann & Robert Lurie Childrens,rating_overall,2.0
405,Ann & Robert Lurie Childrens,rating_overall,5.0
406,Ann & Robert Lurie Childrens,rating_overall,3.0
407,Ann & Robert Lurie Childrens,rating_overall,4.0
408,Ann & Robert Lurie Childrens,rating_overall,5.0
409,Ann & Robert Lurie Childrens,rating_overall,5.0
410,Ann & Robert Lurie Childrens,rating_overall,5.0
411,Ann & Robert Lurie Childrens,rating_overall,4.0
412,Ann & Robert Lurie Childrens,rating_overall,4.0
413,Ann & Robert Lurie Childrens,rating_overall,4.0
414,Ann & Robert Lurie Childrens,rating_overall,4.0
415,Ann & Robert Lurie Childrens,rating_overall,4.0
416,Ann & Robert Lurie Childrens,rating_overall,5.0
417,Ann & Robert Lurie Childrens,rating_overall,4.0
418,Ann & Robert Lurie Childrens,rating_overall,5.0
419,Ann & Robert Lurie Childrens,rating_overall,4.0
420,Ann & Robert Lurie Childrens,rating_overall,3.0
421,Ann & Robert Lurie Childrens,rating_overall,4.0
422,Ann & Robert Lurie Childrens,rating_overall,5.0
423,Ann & Robert Lurie Childrens,rating_overall,4.0
424,Ann & Robert Lurie Childrens,rating_overall,5.0
425,Ann & Robert Lurie Childrens,rating_overall,2.0
426,Ann & Robert Lurie Childrens,rating_overall,4.0
427,Ann & Robert Lurie Childrens,rating_overall,5.0
428,Ann & Robert Lurie Childrens,rating_overall,5.0
429,Ann & Robert Lurie Childrens,rating_overall,4.0
430,Ann & Robert Lurie Childrens,rating_overall,5.0
431,Ann & Robert Lurie Childrens,rating_overall,5.0
432,Ann & Robert Lurie Childrens,rating_overall,3.0
433,Ann & Robert Lurie Childrens,rating_overall,4.0
434,Ann & Robert Lurie Childrens,rating_overall,3.0
435,Ann & Robert Lurie Childrens,rating_overall,1.0
436,Ann & Robert Lurie Childrens,rating_overall,5.0
437,Ann & Robert Lurie Childrens,rating_overall,3.0
438,Ann & Robert Lurie Childrens,rating_overall,1.0
439,Ann & Robert Lurie Childrens,rating_overall,3.0
440,Ann & Robert Lurie Childrens,rating_overall,5.0
441,Ann & Robert Lurie Childrens,rating_overall,5.0
442,Ann & Robert Lurie Childrens,rating_overall,3.0
443,Ann & Robert Lurie Childrens,rating_overall,4.0
444,Ann & Robert Lurie Childrens,rating_overall,5.0
445,Ann & Robert Lurie Childrens,rating_overall,3.0
446,Ann & Robert Lurie Childrens,rating_overall,5.0
447,Ann & Robert Lurie Childrens,rating_overall,1.0
448,Ann & Robert Lurie Childrens,rating_overall,4.0
449,Ann & Robert Lurie Childrens,rating_overall,4.0
450,Ann & Robert Lurie Childrens,rating_overall,4.0
451,Ann & Robert Lurie Childrens,rating_overall,4.0
452,Ann & Robert Lurie Childrens,rating_overall,4.0
453,Ann & Robert Lurie Childrens,rating_overall,4.0
454,Ann & Robert Lurie Childrens,rating_overall,4.0
455,Ann & Robert Lurie Childrens,rating_overall,2.0
456,Ann & Robert Lurie Childrens,rating_overall,3.0
457,Ann & Robert Lurie Childrens,rating_overall,3.0
458,Ann & Robert Lurie Childrens,rating_overall,4.0
459,Ann & Robert Lurie Childrens,rating_overall,3.0
460,Ann & Robert Lurie Childrens,rating_overall,5.0
461,Ann & Robert Lurie Childrens,rating_overall,4.0
462,Ann & Robert Lurie Childrens,rating_overall,5.0
463,Ann & Robert Lurie Childrens,rating_overall,3.0
464,Ann & Robert Lurie Childrens,rating_overall,5.0
465,Ann & Robert Lurie Childrens,rating_overall,3.0
466,Ann & Robert Lurie Childrens,rating_overall,4.0
467,Ann & Robert Lurie Childrens,rating_overall,4.0
468,Ann & Robert Lurie Childrens,rating_overall,4.0
469,Ann & Robert Lurie Childrens,rating_overall,1.0
470,Ann & Robert Lurie Childrens,rating_overall,5.0
471,Ann & Robert Lurie Childrens,rating_overall,4.0
472,Ann & Robert Lurie Childrens,rating_overall,4.0
473,Ann & Robert Lurie Childrens,rating_overall,4.0
474,Ann & Robert Lurie Childrens,rating_overall,4.0
475,Ann & Robert Lurie Childrens,rating_overall,3.0
476,Ann & Robert Lurie Childrens,rating_overall,5.0
477,Ann & Robert Lurie Childrens,rating_overall,3.0
478,Ann & Robert Lurie Childrens,rating_overall,4.0
